biblica_reference_text,chapter_id,exact_match,existing_canonical_text,normalized_similarity,notes,spoken_reference_status,verse
"Kwa maana wale wanaoishi kwa kuufuata mwili huziweka nia zao katika vitu vya mwili, lakini wale wanaoishi kwa kufuata Roho wa Mungu, huziweka nia zao katika mambo ya huyo Roho.",ROM_008,False,"Kwa maana wale wanaoishi kwa kuufuata mwili huziweka nia zao katika vitu vya mwili, lakini wale wanaoishi kwa kufuata Roho, huziweka nia zao katika mambo ya Roho.",0.9,addition,unavailable,5
"Kwa maana kuwa na nia ya mwili ni mauti, bali kuwa na nia inayoongozwa na Roho wa Mungu ni uzima na amani.",ROM_008,False,"Kwa maana kuwa na nia ya mwili ni mauti, bali kuwa na nia inayoongozwa na Roho ni uzima na amani.",0.9090909090909091,addition,unavailable,6
"Kwa kuwa ile nia ya mwili ni uadui na Mungu, kwa maana haiitii Torati ya Mungu, wala haiwezi kuitii.",ROM_008,False,"Kwa kuwa ile nia ya mwili ni uadui na Mungu, kwa maana haiitii sheria ya Mungu, wala haiwezi kuitii.",0.9473684210526316,spelling_or_orthography,unavailable,7
"Wale wanaotawaliwa na mwili, hawawezi kumpendeza Mungu.",ROM_008,True,"Wale wanaotawaliwa na mwili, hawawezi kumpendeza Mungu.",1.0,exact_match,unavailable,8
"Lakini ninyi, hamtawaliwi na mwili, bali na Roho, ikiwa Roho wa Mungu anakaa ndani yenu. Mtu ambaye hana Roho wa Al-Masihi, huyo si wa Al-Masihi.",ROM_008,False,"Lakini ninyi, hamtawaliwi na mwili, bali na Roho, ikiwa Roho wa Mungu anakaa ndani yenu. Mtu yeyote ambaye hana Roho wa Kristo, yeye si wa Kristo.",0.7777777777777778,word_substitution,unavailable,9
"Lakini kama Al-Masihi anakaa ndani yenu, miili yenu imekufa kwa sababu ya dhambi, lakini roho zenu zi hai kwa sababu ya haki.",ROM_008,False,"Lakini kama Kristo anakaa ndani yenu, miili yenu imekufa kwa sababu ya dhambi, lakini roho zenu zi hai kwa sababu ya haki.",0.9130434782608696,spelling_or_orthography,unavailable,10
"Nanyi ikiwa Roho wa Mungu aliyemfufua Isa kutoka kwa wafu anakaa ndani yenu, yeye aliyemfufua Al-Masihi Isa kutoka kwa wafu ataihuisha pia miili yenu ambayo hufa, kupitia kwa Roho wake Mtakatifu akaaye ndani yenu.",ROM_008,False,"Nanyi ikiwa Roho wa Mungu aliyemfufua Yesu kutoka kwa wafu anakaa ndani yenu, yeye aliyemfufua Kristo Yesu kutoka kwa wafu ataihuisha pia miili yenu ambayo hufa, kwa njia ya Roho wake akaaye ndani yenu.",0.7714285714285715,word_substitution,unavailable,11
"Kwa hiyo ndugu zangu, sisi tu wadeni, si wa mwili, ili tuishi kwa kuufuata mwili,",ROM_008,True,"Kwa hiyo ndugu zangu, sisi tu wadeni, si wa mwili, ili tuishi kwa kuufuata mwili,",1.0,exact_match,unavailable,12
"kwa maana mkiishi kwa kuufuata mwili, mtakufa, lakini mkiyaua matendo ya mwili kwa Roho, mtaishi.",ROM_008,False,"kwa maana mkiishi kwa kuufuata mwili, mtakufa, lakini kama mkiyaua matendo ya mwili kwa Roho, mtaishi.",0.9375,omission,unavailable,13
"Kwa kuwa wote wanaoongozwa na Roho wa Mungu, hao ndio watoto wa Mungu.",ROM_008,True,"Kwa kuwa wote wanaoongozwa na Roho wa Mungu, hao ndio watoto wa Mungu.",1.0,exact_match,unavailable,14
"Kwa maana hamkupokea roho ya utumwa iletayo hofu tena, bali mlipokea Roho wa kufanywa wana, ambaye kwa yeye twalia, “Abba , Baba.”",ROM_008,False,"Kwa maana hamkupokea roho ya utumwa iwaleteayo tena hofu, bali mlipokea roho ya kufanywa wana, ambaye kwa yeye twalia, “Abba,m yaani, Baba,”",0.7391304347826086,spelling_or_orthography,unavailable,15
Roho mwenyewe hushuhudia pamoja na roho zetu kwamba sisi tu watoto wa Mungu.,ROM_008,False,Roho mwenyewe hushuhudia pamoja na roho zetu ya kwamba sisi tu watoto wa Mungu.,0.9285714285714286,omission,unavailable,16
"Hivyo, ikiwa sisi ni watoto, basi tu warithi, warithi wa Mungu, warithio pamoja na Al-Masihi, naam, tukiteswa pamoja naye tupate pia kutukuzwa pamoja naye.",ROM_008,False,"Hivyo, ikiwa sisi ni watoto, basi tu warithi, warithi wa Mungu, warithio pamoja na Kristo, naam, tukiteswa pamoja naye tupate pia kutukuzwa pamoja naye. Utukufu Ujao",0.8461538461538461,spelling_or_orthography,unavailable,17
Nayahesabu mateso yetu ya wakati huu kuwa si kitu kulinganisha na utukufu utakaodhihirishwa kwetu.,ROM_008,True,Nayahesabu mateso yetu ya wakati huu kuwa si kitu kulinganisha na utukufu utakaodhihirishwa kwetu.,1.0,exact_match,unavailable,18
Kwa maana viumbe vyote vinangoja kwa shauku kudhihirishwa kwa watoto wa Mungu.,ROM_008,True,Kwa maana viumbe vyote vinangoja kwa shauku kudhihirishwa kwa watoto wa Mungu.,1.0,exact_match,unavailable,19
"Kwa kuwa viumbe vyote viliwekwa chini ya ubatili, si kwa chaguo lao, bali kwa mapenzi yake yeye aliyevitiisha katika tumaini,",ROM_008,True,"Kwa kuwa viumbe vyote viliwekwa chini ya ubatili, si kwa chaguo lao, bali kwa mapenzi yake yeye aliyevitiisha katika tumaini,",1.0,exact_match,unavailable,20
ili viumbe vyote vipate kuwekwa huru kutoka kwa utumwa wa kuharibika na kupewa uhuru wa utukufu wa watoto wa Mungu.,ROM_008,False,ili kwamba viumbe vyote vipate kuwekwa huru kutoka kwa utumwa wa kuharibika na kupewa uhuru wa utukufu wa watoto wa Mungu.,0.9523809523809523,omission,unavailable,21
Kwa maana twajua ya kuwa hata sasa viumbe vyote vimekuwa vikilia kwa maumivu kama uchungu wa mwanamke wakati wa kuzaa.,ROM_008,False,Kwa maana twajua ya kuwa hata sasa viumbe vyote vimekuwa vikilia kwa maumivu kama utungu wa mwanamke wakati wa kuzaa.,0.95,spelling_or_orthography,unavailable,22
"Wala si hivyo viumbe peke yao, bali hata sisi ambao ndio matunda ya kwanza ya Roho wa Mungu, kwa ndani tunalia kwa uchungu tukisubiri kwa shauku kufanywa wana wa Mungu, yaani ukombozi wa miili yetu.",ROM_008,False,"Wala si hivyo viumbe peke yao, bali hata sisi ambao ndio matunda ya kwanza ya Roho, kwa ndani tunalia kwa uchungu tukisubiri kwa shauku kufanywa wana wa Mungu, yaani, ukombozi wa miili yetu.",0.9428571428571428,spelling_or_orthography,unavailable,23
"Kwa kuwa tuliokolewa kwa tumaini hili. Lakini kama kinachotumainiwa kikionekana, basi hakiwi tumaini tena. Je, kuna mtu anayetumaini kupata kitu alicho nacho tayari?",ROM_008,False,"Kwa kuwa tuliokolewa kwa tumaini hili. Lakini kama kinachotumainiwa kikionekana hakiwi tumaini tena. Je, kuna mtu anayetumaini kupata kitu alicho nacho yake ni Baba; ni neno ambalo lingetumiwa na mtoto kwa yule ambaye amemzaa. tayari?",0.6,word_substitution,unavailable,24
"Lakini tunapotumaini kupata kitu ambacho hatuna, basi twakingojea kwa saburi.",ROM_008,True,"Lakini tunapotumaini kupata kitu ambacho hatuna, basi twakingojea kwa saburi.",1.0,exact_match,unavailable,25
"Vivyo hivyo, Roho wa Mungu hutusaidia katika udhaifu wetu, kwa sababu hatujui kuomba ipasavyo. Lakini Roho mwenyewe hutuombea kwa uchungu usioweza kutamkwa.",ROM_008,False,"Vivyo hivyo, Roho hutusaidia katika udhaifu wetu, kwa sababu hatujui kuomba ipasavyo. Lakini Roho mwenyewe hutuombea kwa uchungu usioweza kutamkwa.",0.9090909090909091,addition,unavailable,26
"Naye Mungu aichunguzaye mioyo, anaijua nia ya Roho, kwa sababu Roho huyo huwaombea watakatifu sawasawa na mapenzi ya Mungu.",ROM_008,False,"Naye Mungu aichunguzaye mioyo, anaijua nia ya Roho, kwa sababu Roho huwaombea watakatifu sawasawa na mapenzi ya Mungu. Tunashinda Na Zaidi Ya Kushinda",0.7391304347826086,spelling_or_orthography,unavailable,27
"Nasi tunajua ya kuwa katika mambo yote Mungu hutenda kazi pamoja na wote wanaompenda, yaani wale walioitwa kwa kusudi lake, ili kuwaletea mema.",ROM_008,False,"Nasi tunajua ya kuwa katika mambo yote Mungu hutenda kazi pamoja na wote wampendao, katika kuwapatia mema, yaani, wale walioitwa kwa kusudi lake.",0.6956521739130435,spelling_or_orthography,unavailable,28
"Maana wale Mungu aliowajua tangu mwanzo, pia aliwachagua tangu mwanzo, wapate kufanana na mfano wa Mwanawe, ili yeye awe mzaliwa wa kwanza miongoni mwa ndugu wengi.",ROM_008,True,"Maana wale Mungu aliowajua tangu mwanzo, pia aliwachagua tangu mwanzo, wapate kufanana na mfano wa Mwanawe, ili yeye awe mzaliwa wa kwanza miongoni mwa ndugu wengi.",1.0,exact_match,unavailable,29
"Nao wale Mungu aliotangulia kuwachagua, akawaita, wale aliowaita pia akawahesabia haki, nao wale aliowahesabia haki, pia akawatukuza.",ROM_008,False,"Nao wale Mungu aliotangulia kuwachagua, akawaita, wale aliowaita pia akawahesabia haki, nao wale aliowahesabia haki, pia akawatukuza. Upendo Wa Mungu",0.85,omission,unavailable,30
"Tuseme nini basi kuhusu haya? Ikiwa Mungu yuko upande wetu, ni nani awezaye kuwa kinyume chetu?",ROM_008,True,"Tuseme nini basi kuhusu haya? Ikiwa Mungu yuko upande wetu, ni nani awezaye kuwa kinyume chetu?",1.0,exact_match,unavailable,31
"Ikiwa Mungu hakumhurumia Mwanawe, bali alimtoa kwa ajili yetu sote, atakosaje basi kutupatia vitu vyote kwa ukarimu pamoja naye?",ROM_008,True,"Ikiwa Mungu hakumhurumia Mwanawe, bali alimtoa kwa ajili yetu sote, atakosaje basi kutupatia vitu vyote kwa ukarimu pamoja naye?",1.0,exact_match,unavailable,32
Ni nani atakayewashtaki wale ambao Mungu amewateua? Mungu ndiye anayewahesabia haki.,ROM_008,False,Ni nani atakayewashtaki wale ambao Mungu amewateua? Ni Mungu mwenyewe ndiye mwenye kuwahesabia haki.,0.7142857142857143,word_substitution,unavailable,33
"Ni nani basi atakayewahukumia adhabu? Hakuna! Al-Masihi Isa aliyekufa, naam, na zaidi ya hayo, akafufuliwa kutoka kwa wafu, yuko mkono wa kuume wa Mungu, naye pia anatuombea.",ROM_008,False,"Ni nani basi atakayewahukumia adhabu? Kristo Yesu aliyekufa, naam, zaidi ya hayo, aliyefufuliwa kutoka kwa wafu, yuko mkono wa kuume wa Mungu, naye pia anatuombea.",0.7857142857142857,word_substitution,unavailable,34
"Ni nani atakayetutenga na upendo wa Al-Masihi? Je, ni shida au taabu au mateso au njaa au uchi au hatari au upanga?",ROM_008,False,"Ni nani atakayetutenga na upendo wa Kristo? Je, ni shida au taabu au mateso au njaa au uchi au hatari au upanga?",0.9130434782608696,spelling_or_orthography,unavailable,35
Kama ilivyoandikwa: “Kwa ajili yako tunauawa mchana kutwa; tumehesabiwa kama kondoo wa kuchinjwa.”,ROM_008,True,Kama ilivyoandikwa: “Kwa ajili yako tunauawa mchana kutwa; tumehesabiwa kama kondoo wa kuchinjwa.”,1.0,exact_match,unavailable,36
Lakini katika mambo haya yote tu zaidi ya washindi kwa yeye aliyetupenda.,ROM_008,False,"Lakini katika mambo haya yote tunashinda, naam na zaidi ya kushinda, kwa yeye aliyetupenda.",0.7142857142857143,word_substitution,unavailable,37
"Kwa maana nimekwisha kujua kwa hakika ya kuwa sio mauti, wala uzima, wala malaika, wala wenye mamlaka, wala yaliyopo, wala yatakayokuja, wala wenye uwezo,",ROM_008,True,"Kwa maana nimekwisha kujua kwa hakika ya kuwa sio mauti, wala uzima, wala malaika, wala wenye mamlaka, wala yaliyopo, wala yatakayokuja, wala wenye uwezo,",1.0,exact_match,unavailable,38
"wala yaliyo juu, wala yaliyo chini, wala kiumbe kingine chochote zitaweza kututenga na upendo wa Mungu ulio katika Al-Masihi Isa, Bwana wetu.",ROM_008,False,"wala yaliyo juu, wala yaliyo chini, wala kiumbe kingine chochote zitaweza kututenga na upendo wa Mungu ulio katika Kristo Yesu, Bwana wetu. Kuteuliwa Kwa Israeli Na Mungu",0.7037037037037037,word_substitution,unavailable,39
